assign_row,assign_col,area
34.0,17.0,37220.274865721825
35.0,31.0,217845.87475417095
31.0,38.0,36688.069292449596
31.0,36.0,17333.675595343153
42.0,25.0,31054.821535014304
30.0,43.0,40498.153020426005
37.0,36.0,74654.7598872224
35.0,37.0,36317.22238557835
33.0,38.0,134778.8730030169
51.0,16.0,1205422.3800567957
45.0,24.0,102651.16758452861
48.0,25.0,118401.89425116076
48.0,25.0,172094.00525773168
43.0,29.0,6866.8716359271775
23.0,47.0,52939.34996286873
25.0,38.0,9316.998145959262
31.0,39.0,8768.630761770795
31.0,42.0,31897.391266220136
31.0,40.0,36541.96738495331
36.0,11.0,19782.230521867506
37.0,13.0,49650.83112443693
31.0,43.0,151017.26286831155
34.0,44.0,169399.80694853666
30.0,42.0,26612.04024435993
31.0,44.0,42147.85211483913
31.0,39.0,92632.48533983469
29.0,38.0,24774.087527896503
27.0,40.0,351266.5039108931
38.0,43.0,80828.50411148695
44.0,16.0,93272.57448345501
34.0,19.0,12725.521323852232
44.0,15.0,206913.47967418272
27.0,38.0,50578.409080645506
27.0,39.0,166306.7983072172
27.0,39.0,128960.8965228778
27.0,39.0,286444.3233554708
31.0,44.0,151431.15772495174
37.0,44.0,33766.097630709846
38.0,42.0,86250.50681940938
38.0,43.0,9087.916019408029
37.0,42.0,119295.88123155205
35.0,43.0,306502.5112535551
36.0,44.0,17593.35889614434
35.0,44.0,7751.662351461073
35.0,44.0,14062.800765982467
36.0,43.0,33356.638523340385
38.0,43.0,41844.5945518044
40.0,35.0,12066.649841930715
38.0,37.0,332053.53072439774
38.0,37.0,76129.9686939051
38.0,37.0,195885.28083100452
36.0,32.0,71790.90797209038
47.0,16.0,61486.25209165963
37.0,37.0,136165.26734897104
34.0,38.0,8980.493301133272
35.0,38.0,9214.079915263183
34.0,38.0,220588.09453125676
34.0,38.0,90177.68637799047
33.0,40.0,13502.484901858637
34.0,38.0,29003.51104498322
33.0,36.0,116117.97803085545
34.0,36.0,38713.80521773341
36.0,32.0,22168.517529816672
31.0,38.0,151932.56772022997
35.0,31.0,16442.199901064054
37.0,34.0,36211.32579726706
37.0,33.0,38246.05205804718
36.0,32.0,65704.62212685272
37.0,38.0,102481.2530959381
37.0,37.0,41981.86015821668
40.0,36.0,15509.403549079116
39.0,36.0,101367.34519987153
40.0,36.0,104850.11827814547
37.0,34.0,86687.00930239195
40.0,36.0,36558.48117056634
38.0,34.0,41474.849908753116
36.0,34.0,44779.703164510356
38.0,38.0,32989.798625979936
38.0,38.0,246609.65757172348
37.0,37.0,15600.98410650709
33.0,38.0,15010.032645755446
33.0,17.0,128356.45507930432
34.0,11.0,23309.36837934488
34.0,18.0,14648.99731755707
34.0,18.0,12133.164047148412
33.0,17.0,50845.603458945145
33.0,15.0,154490.52198116033
33.0,17.0,23396.391826327992
37.0,36.0,7431.343401439904
36.0,41.0,34466.11636669897
36.0,39.0,256495.73157462524
37.0,35.0,206103.37594192254
37.0,36.0,16618.556619293173
36.0,37.0,15582.024382691307
36.0,37.0,135704.45826760586
48.0,15.0,510142.54858533235
48.0,15.0,168334.00867957497
51.0,18.0,239187.77674379555
51.0,17.0,150028.51723484427
51.0,16.0,247255.0636030631
51.0,18.0,151088.74405082577
49.0,19.0,130524.51429703145
52.0,17.0,325018.9697280632
53.0,17.0,66373.92669021104
53.0,17.0,172214.8383800137
52.0,15.0,39435.26638535118
53.0,14.0,464962.0940436096
53.0,14.0,41882.47495175222
54.0,19.0,345476.35706619226
54.0,16.0,172755.48895397584
54.0,15.0,107542.55896317959
54.0,14.0,88378.2616766691
54.0,16.0,265695.6146613616
54.0,15.0,356011.54855765257
51.0,25.0,356734.2342193578
52.0,25.0,86374.1498488554
46.0,25.0,58268.420145978365
23.0,47.0,154182.18690085434
23.0,47.0,16763.45377175016
23.0,47.0,4736.340503357261
23.0,47.0,10295.044853406083
23.0,47.0,24735.264701974516
22.0,52.0,230605.83445770261
9.0,35.0,281512.3198261812
45.0,15.0,489633.0709765498
45.0,29.0,24540.245693450943
47.0,25.0,182936.22497613146
45.0,25.0,175387.63423811787
45.0,25.0,156477.2054804202
46.0,27.0,23201.985243384992
47.0,28.0,117473.21711506395
47.0,26.0,124545.03839339255
48.0,27.0,70303.16159182088
48.0,25.0,83444.13397852393
22.0,48.0,920448.6284970234
18.0,46.0,500549.26041404984
47.0,27.0,19711.67440140591
47.0,27.0,100125.24939850968
20.0,36.0,21003.781219685126
20.0,36.0,84072.9054907409
20.0,36.0,31823.024668498067
19.0,41.0,39893.93885229792
18.0,38.0,4280.070735561312
20.0,42.0,40752.626505815366
20.0,42.0,50424.60545159438
20.0,42.0,61972.86687970357
20.0,43.0,162186.50726496676
22.0,46.0,22048.008576749155
21.0,47.0,285528.1548825149
22.0,47.0,55973.73494745024
22.0,47.0,92536.81205999001
21.0,47.0,24175.112056331553
21.0,44.0,30597.41363482555
20.0,44.0,174988.5303092359
20.0,45.0,132040.44877228598
23.0,47.0,32653.5612674684
20.0,49.0,236756.63568263792
19.0,49.0,337729.0901141139
19.0,48.0,1047545.2198940978
22.0,53.0,591094.9895024128
22.0,53.0,113105.30089919335
22.0,53.0,236505.96210053712
22.0,52.0,146162.85163257024
22.0,52.0,112574.49261685554
22.0,52.0,57931.77150458972
20.0,51.0,547847.9714582037
22.0,51.0,86923.31578713388
20.0,51.0,18573.740494190155
20.0,51.0,228360.808311121
18.0,45.0,587006.3136438994
24.0,49.0,1312434.8011044066
32.0,50.0,46704.84446811363
33.0,53.0,41884.487943531516
32.0,51.0,34022.86133965053
31.0,48.0,10618.116078469884
9.0,41.0,283091.4938149153
9.0,35.0,90766.98097470535
9.0,35.0,156769.28996318654
23.0,8.0,179028.55602902712
21.0,12.0,50786.96304060639
4.0,34.0,132521.84422395163
17.0,46.0,84252.42969765564
17.0,47.0,53770.30304695372
17.0,47.0,51496.93281398786
17.0,47.0,77212.56519036446
17.0,47.0,51299.23936837855
4.0,36.0,154636.85494224954
4.0,37.0,355846.0080097094
5.0,37.0,166892.70780848124
4.0,35.0,30996.685281482598
5.0,35.0,221221.96772624145
13.0,42.0,35588.64610785216
21.0,10.0,51583.29195262191
21.0,10.0,22674.635972114203
21.0,10.0,18245.875559144508
21.0,10.0,4076.681899297162
21.0,10.0,18741.00198206329
21.0,11.0,34645.570997402945
12.0,42.0,322859.09470799967
5.0,45.0,63805.21768869643
4.0,35.0,120758.47309277025
4.0,35.0,125373.82522313064
5.0,38.0,278466.7512330592
5.0,41.0,511558.968042089
5.0,40.0,129591.89374590252
5.0,41.0,39701.036712410925
6.0,40.0,124057.00459724314
5.0,40.0,83282.18792003024
10.0,41.0,27166.082329626275
10.0,41.0,86900.1707472754
10.0,41.0,26522.355860410942
11.0,41.0,46367.63166547405
9.0,35.0,384335.62124879105
9.0,41.0,62411.25919087928
5.0,45.0,76561.24570231511
5.0,45.0,51830.32074860409
6.0,45.0,73275.03441161479
5.0,45.0,20829.969343336263
5.0,44.0,91362.4545702035
6.0,37.0,521520.37338239665
13.0,47.0,1035974.2600594976
21.0,9.0,6391.6643165702535
47.0,40.0,294680.69285104796
39.0,40.0,51453.88470152128
39.0,40.0,160932.47910439767
42.0,40.0,164059.70047734483
42.0,40.0,103898.98973928214
42.0,40.0,42943.334689379946
50.0,31.0,85905.88393690897
24.0,11.0,17931.53495650751
17.0,44.0,593784.2268426805
28.0,13.0,73567.02015071314
28.0,12.0,238487.99034654367
13.0,42.0,26346.45597922574
13.0,47.0,272014.8500060133
20.0,9.0,74681.8703066032
21.0,10.0,9346.287928123133
21.0,10.0,49697.13350004725
21.0,9.0,25112.027156186978
21.0,10.0,35044.03921182942
20.0,10.0,52331.16237984134
22.0,6.0,36435.70153588883
21.0,11.0,33978.75148779519
21.0,10.0,6303.981198139473
27.0,15.0,20642.86128454949
21.0,13.0,32938.612230103565
20.0,13.0,36420.07086622512
28.0,11.0,26397.956910067838
25.0,15.0,59648.53080896163
26.0,13.0,126201.75840875869
26.0,13.0,122266.51039882853
27.0,11.0,52422.368111685646
27.0,11.0,10659.62888159677
27.0,12.0,41630.45139068058
28.0,11.0,16612.539782764212
24.0,22.0,20218.77408538324
47.0,40.0,59588.772747810806
25.0,18.0,13786.488196814284
43.0,9.0,123316.12956961876
42.0,32.0,29127.77510932944
49.0,33.0,219653.42941660952
46.0,40.0,260564.23623705775
46.0,39.0,22424.49776490469
20.0,17.0,36558.49691704643
20.0,17.0,86659.59318045582
19.0,14.0,46741.69464684548
18.0,18.0,19272.060657965903
18.0,17.0,14231.835641695216
26.0,19.0,24921.51466534332
24.0,22.0,32998.914481265085
25.0,22.0,8967.611975680296
25.0,23.0,12362.645106093096
42.0,3.0,147240.16101147103
41.0,4.0,194050.30766034685
42.0,4.0,117997.54491492605
43.0,8.0,141072.2275086645
43.0,9.0,192299.72296924717
43.0,8.0,40861.977806073955
9.0,12.0,93957.56075616428
15.0,8.0,430286.42465944716
13.0,5.0,134150.54494327883
8.0,13.0,59971.69822543378
12.0,6.0,163512.0949577725
5.0,8.0,192771.50348047487
3.0,9.0,367371.55056682596
6.0,8.0,283971.35629622155
12.0,8.0,202710.47288835727
15.0,7.0,53763.741223788435
13.0,6.0,171170.65738385404
14.0,6.0,348798.02742787334
17.0,15.0,36941.58697446018
10.0,10.0,181373.29570195227
12.0,12.0,29253.550501987942
15.0,15.0,43048.949206566635
16.0,12.0,392698.88458181586
12.0,12.0,291690.5368614557
15.0,6.0,67437.60461943984
44.0,3.0,55015.37061540205
43.0,5.0,178660.6220643003
43.0,9.0,112240.31065277083
42.0,4.0,67505.18914871005
42.0,3.0,15207.140342757128
38.0,3.0,47970.29400370774
44.0,9.0,60396.21004190117
42.0,8.0,14724.097483830308
43.0,9.0,9030.0675273484
41.0,10.0,21905.27972122011
41.0,9.0,21834.725891123835
39.0,50.0,80198.22691892934
39.0,45.0,263193.6793275704
38.0,45.0,56554.06085965443
38.0,45.0,25741.722836608344
38.0,47.0,318699.25249549706
37.0,47.0,65960.05423828337
37.0,45.0,312658.41022900335
37.0,47.0,63053.49176024386
39.0,49.0,159217.86234405113
41.0,47.0,231979.6963282593
40.0,45.0,82104.98023382842
40.0,46.0,223651.43634743418
39.0,49.0,160656.56623271006
39.0,50.0,106998.21160285543
39.0,50.0,20998.932803504882
39.0,45.0,104455.10175084762
39.0,45.0,94230.06579724976
37.0,45.0,112561.96024504608
16.0,9.0,48040.94898553451
5.0,7.0,163880.09683263648
3.0,9.0,27191.03808647343
3.0,10.0,403894.25376464654
5.0,12.0,541704.9023734469
11.0,6.0,17131.9414725874
11.0,8.0,424387.17754971934
13.0,6.0,24244.874836622494
13.0,11.0,98520.56703944132
15.0,15.0,22926.766897291673
17.0,12.0,268270.7473205733
15.0,13.0,182276.755213985
11.0,8.0,97495.80494304787
9.0,12.0,31540.269264188188
7.0,10.0,296767.94325822254
8.0,12.0,160016.3321153294
8.0,11.0,245374.03567216502
7.0,12.0,176127.78207479688
8.0,11.0,491625.4584406654
7.0,9.0,160885.04305381942
10.0,10.0,151413.4406019143
13.0,11.0,176537.06578971277
13.0,11.0,65198.49643443405
16.0,6.0,34608.454389261125
13.0,6.0,62683.119894993266
17.0,8.0,184819.7107938773
12.0,6.0,157270.4807768757
5.0,10.0,212357.19299837464
37.0,11.0,16631.10126384519
37.0,11.0,74867.79075568554
4.0,9.0,54543.55053330084
16.0,9.0,62097.30886820573
9.0,12.0,5423.9103723122735
8.0,12.0,340617.29681257997
8.0,16.0,94376.87901184389
15.0,6.0,37913.59715561798
15.0,6.0,80298.04502443691
16.0,14.0,305644.58936277765
8.0,16.0,46283.82688073286
10.0,6.0,18578.573756923954
6.0,8.0,358537.90296151344
6.0,9.0,71622.42141723559
9.0,9.0,19898.5603062134
7.0,12.0,151042.2682956477
6.0,8.0,30582.195838267577
7.0,8.0,36718.753409323894
16.0,7.0,63669.47546091515
15.0,5.0,51272.91821097697
17.0,12.0,318758.5660150224
12.0,12.0,67353.37362788744
15.0,8.0,7155.857359545868
16.0,8.0,118721.22616417966
39.0,4.0,252166.06268961533
42.0,4.0,22608.252370488557
45.0,5.0,121927.17872466677
46.0,4.0,40960.6014037743
45.0,4.0,74174.53797438848
45.0,4.0,133642.91990533657
44.0,5.0,45780.57257805079
44.0,6.0,295423.0410528299
44.0,5.0,11451.630503053686
44.0,6.0,49324.78329268141
44.0,6.0,85111.6172962269
44.0,6.0,12969.816447464305
44.0,5.0,41975.13222020191
42.0,7.0,153093.6681460384
45.0,3.0,287727.41774709965
41.0,4.0,86133.32417770282
44.0,3.0,9086.550280757428
44.0,5.0,12074.736552687158
38.0,3.0,486267.1532039547
46.0,4.0,63116.72008787815
40.0,10.0,5643.5205103842345
43.0,9.0,156608.11077009595
43.0,8.0,13791.255331523997
38.0,9.0,114081.61104015677
37.0,8.0,43176.735159663425
38.0,8.0,30925.995395152255
43.0,9.0,80806.32655925161
38.0,7.0,90001.34771896634
38.0,7.0,14338.367965999118
38.0,7.0,21984.735578823675
37.0,6.0,79921.1242053775
38.0,7.0,22778.478864763703
37.0,7.0,25902.89109177957
39.0,8.0,212084.46419717625
43.0,9.0,16943.499029094874
43.0,9.0,35977.8336899587
37.0,7.0,35887.572268668366
41.0,8.0,52541.0671004788
41.0,10.0,10052.19482182816
38.0,8.0,28922.21255172215
38.0,7.0,8078.943944648359
38.0,8.0,7806.296631170585
38.0,9.0,28713.422680978496
37.0,8.0,7615.645723579551
37.0,8.0,2437.9209730314624
42.0,7.0,16704.61376922274
44.0,5.0,222931.18227109607
44.0,5.0,92675.66314904983
41.0,5.0,44574.45522181136
27.0,3.0,330890.62142965983
28.0,15.0,39320.28135276458
28.0,15.0,88256.02096535727
28.0,16.0,38216.36824533286
28.0,16.0,5703.664920074664
18.0,22.0,17830.741760445133
18.0,22.0,6008.4939072601865
26.0,3.0,27181.93150343927
18.0,22.0,38534.15531965228
18.0,22.0,172922.31350044152
18.0,20.0,58625.438072393845
34.0,20.0,63114.30836311534
24.0,2.0,89216.82135653918
25.0,2.0,26729.96220910174
24.0,2.0,145861.60140112526
27.0,4.0,105630.55495368094
5.0,40.0,91443.06083060632
28.0,5.0,64634.87449957214
27.0,4.0,31264.494668385796
26.0,4.0,52966.71162337456
26.0,4.0,123096.9039744118
24.0,2.0,6652.031546816567
20.0,18.0,124880.7510158447
19.0,5.0,416991.93297983945
2.0,12.0,1056024.1337311591
2.0,14.0,34398.91354778996
21.0,51.0,638583.5209338156
23.0,51.0,459397.01746406924
5.0,10.0,149256.52954533178
17.0,48.0,138966.27858641528
17.0,47.0,94332.08945560275
16.0,35.0,342515.64238671056
5.0,45.0,101206.7640413605
4.0,18.0,85898.86541544629
37.0,18.0,19209.680642812025
22.0,32.0,51563.86485314792
27.0,36.0,14288.749316815243
26.0,14.0,95681.83965328292
21.0,18.0,114741.98253628565
31.0,35.0,76384.12330799786
21.0,32.0,4903.150022975414
22.0,19.0,56438.49485793631
